10.0,0.0
9.979866764718842,0.6342391965656451
9.919548128307952,1.2659245357374926
9.819286972627069,1.8925124436041023
9.679487013963564,2.511479871810792
9.500711177409455,3.120334456984871
9.283679330160727,3.716624556603276
9.02926538286621,4.297949120891716
8.738493770697849,4.8619673610046865
8.412535328311812,5.406408174555974
8.052702575310587,5.9290792905464045
7.660444431189783,6.4278760968653925
7.237340381050702,6.90079011482112
6.785094115571322,7.3459170865753345
6.305526670845224,7.761464642917569
5.800569095711982,8.145759520503358
5.272254676105024,8.497254299495143
4.722710747726827,8.814533634475819
4.154150130018865,9.096319953545182
3.5688622159187187,9.341478602651067
2.9692037532827498,9.54902241444074
2.357589355094273,9.718115683235418
1.7364817766693044,9.84807753012208
1.108381999010111,9.93838464461254
0.4758191582374218,9.988673391830082
-0.15865963834808028,9.998741276738752
-0.7924995685678855,9.968547759519423
-1.4231483827328524,9.898214418809326
-2.0480666806519077,9.788024462147789
-2.664738136900351,9.638421585599422
-3.2706796331742174,9.450008187146686
-3.863451256931287,9.223542941045814
-4.440666126057741,8.95993774291336
-5.000000000000001,8.660254037844386
-5.539200638661102,8.325698546347715
-6.056096871376667,7.957618405308321
-6.54860733945285,7.557495743542583
-7.014748877063214,7.126941713788629
-7.4526444967575465,6.667690005162916
-7.860530947427876,6.18158986220605
-8.236765814298327,5.670598638627707
-8.57983413234977,5.136773915734062
-8.888354486549234,4.582265217274105
-9.161084574320695,4.009305354066136
-9.396926207859083,3.4202014332566892
-9.594929736144977,2.817325568414297
-9.75429786885407,2.2031053278654085
-9.874388886763942,1.580013959733499
-9.954719225730845,0.9505604330418244
-9.994965423831854,0.31727933498067656
-9.994965423831854,-0.3172793349806785
-9.954719225730845,-0.9505604330418262
-9.874388886763942,-1.5800139597335012
-9.75429786885407,-2.2031053278654062
-9.594929736144975,-2.817325568414299
-9.396926207859085,-3.420201433256687
-9.161084574320695,-4.0093053540661385
-8.888354486549234,-4.582265217274103
-8.57983413234977,-5.136773915734064
-8.236765814298328,-5.670598638627705
-7.860530947427876,-6.181589862206051
-7.452644496757549,-6.667690005162915
-7.014748877063212,-7.1269417137886295
-6.548607339452852,-7.5574957435425825
-6.056096871376666,-7.957618405308322
-5.539200638661104,-8.325698546347713
-4.9999999999999964,-8.660254037844387
-4.440666126057739,-8.95993774291336
-3.863451256931287,-9.223542941045812
-3.270679633174219,-9.450008187146684
-2.6647381369003464,-9.638421585599422
-2.048066680651906,-9.788024462147789
-1.4231483827328526,-9.898214418809326
-0.792499568567888,-9.968547759519423
-0.1586596383480761,-9.99874127673875
0.4758191582374238,-9.988673391830082
1.1083819990101087,-9.93838464461254
1.7364817766692997,-9.848077530122081
2.357589355094275,-9.718115683235418
2.9692037532827498,-9.54902241444074
3.5688622159187173,-9.341478602651067
4.154150130018869,-9.09631995354518
4.722710747726829,-8.814533634475819
5.272254676105023,-8.497254299495143
5.800569095711978,-8.14575952050336
6.305526670845227,-7.761464642917567
6.785094115571323,-7.345917086575332
7.237340381050702,-6.90079011482112
7.660444431189779,-6.427876096865395
8.052702575310589,-5.929079290546401
8.412535328311812,-5.406408174555974
8.738493770697847,-4.861967361004687
9.02926538286621,-4.297949120891719
9.283679330160727,-3.716624556603273
9.500711177409455,-3.1203344569848706
9.679487013963564,-2.511479871810794
9.819286972627069,-1.8925124436040976
9.919548128307952,-1.2659245357374906
9.979866764718842,-0.6342391965656452
10.0,-2.4492935982947065e-15
